Gene name,Strand,RefSeq mRNA ID,NCBI gene (formerly Entrezgene) ID
IGFBP2,1,,3485
IGFBP2,1,NM_001313992,3485
IGFBP2,1,NM_001313993,3485
IGFBP2,1,NM_000597,3485
IGFBP2,1,NM_001313990,3485
DEXI,-1,,28955
DEXI,-1,NM_014015,28955
COG7,-1,NM_153603,91949
COG7,-1,,91949
PLEKHA4,-1,NM_001161354,57664
PLEKHA4,-1,NM_020904,57664
PLEKHA4,-1,,57664
RNU6-117P,-1,,
MIR587,1,,693172
SNORA40C,1,,109616968
KNL1,1,NM_170589,57082
KNL1,1,,57082
KNL1,1,NM_144508,57082
RNU6-1115P,1,,
UBLCP1,1,NM_145049,134510
UBLCP1,1,,134510
CNN2P9,1,,
AMD1,1,,262
AMD1,1,NM_001287216,262
AMD1,1,NM_001287214,262
AMD1,1,NM_001634,262
AMD1,1,NM_001287215,262
,-1,,100144595
HNMT,1,,3176
HNMT,1,NM_001024075,3176
HNMT,1,NM_006895,3176
HNMT,1,NM_001024074,3176
CPA4,1,NM_001163446,51200
CPA4,1,,51200
CPA4,1,NM_016352,51200
SOX5,-1,NM_152989,6660
SOX5,-1,NM_006940,6660
SOX5,-1,NM_001330785,6660
SOX5,-1,NM_001261414,6660
SOX5,-1,NM_178010,6660
SOX5,-1,NM_001261415,6660
SOX5,-1,,6660
TM4SF19-AS1,1,,100874214
WSPAR,1,,105664404
IL17B,-1,,27190
IL17B,-1,NM_014443,27190
IL17B,-1,NM_001317987,27190
GABRP,1,,2568
GABRP,1,NM_001291985,2568
GABRP,1,NM_014211,2568
RN7SKP23,1,,
SNORA75,1,,
FAM47A,-1,NM_203408,158724
FAM47A,-1,,158724
PAGE3,-1,NM_001303613,139793
PAGE3,-1,NM_001017931,139793
PAGE3,-1,NM_001171252,139793
PAGE3,-1,,139793
GGA2,-1,NM_015044,23062
GGA2,-1,,23062
MTCO1P44,-1,,
DNER,-1,NM_139072,92737
DNER,-1,,92737
SSX4B,-1,NM_001034832,548313
SSX4B,-1,NM_001040612,548313
CPA1,1,,1357
CPA1,1,NM_001868,1357
HSPA12A,-1,NM_025015,259217
HSPA12A,-1,NM_001330164,259217
HSPA12A,-1,,259217
PPP1R15A,1,NM_014330,23645
PPP1R15A,1,,23645
MCM6,-1,NM_005915,4175
MCM6,-1,,4175
TULP2,-1,NM_003323,7288
TULP2,-1,,7288
SNX33,1,NM_153271,257364
SNX33,1,NM_001318146,257364
SNX33,1,,257364
ATXN3L,-1,NM_001387036,92552
ATXN3L,-1,NM_001135995,92552
ATXN3L,-1,,92552
GTF3C6,1,NM_138408,112495
GTF3C6,1,,112495
MPC1L,1,NM_001195522,347411
DMRTC1B,1,,63947
DMRTC1B,1,NM_001386972,63947
DMRTC1B,1,NM_001370147,63947
DMRTC1B,1,NM_001080851,63947
DMRTC1B,1,,728656
DMRTC1B,1,NM_001386972,728656
DMRTC1B,1,NM_001370147,728656
DMRTC1B,1,NM_001080851,728656
RPF2,1,,84154
RPF2,1,NM_032194,84154
RPF2,1,NM_001289111,84154
CATSPER2,-1,NM_172095,117155
CATSPER2,-1,NM_001282310,117155
CATSPER2,-1,,117155
CATSPER2,-1,NM_001282309,117155
MESTIT1,-1,,
CDKN2A,-1,NM_000077,1029
CDKN2A,-1,NM_058195,1029
CDKN2A,-1,,1029
CDKN2A,-1,NM_001195132,1029
CDKN2A,-1,NM_001363763,1029
CDKN2A,-1,NM_058197,1029
MEST,1,NM_177524,4232
MEST,1,NM_001253901,4232
MEST,1,NM_001253902,4232
MEST,1,,4232
MEST,1,NM_177525,4232
MEST,1,NM_001253900,4232
MEST,1,NM_002402,4232
BOP1,-1,NM_015201,23246
GSTM2P1,-1,,
RNU6-824P,-1,,
MIR1273C,1,,100422821
TFB1M,-1,NM_001350501,51106
TFB1M,-1,NM_016020,51106
TFB1M,-1,NM_001350502,51106
TFB1M,-1,,51106
RPL27P7,-1,,
RAD52P1,-1,,
PKP4P1,1,,
CEP68,1,,23177
CEP68,1,NM_015147,23177
CEP68,1,NM_001319100,23177
CEP68,1,NM_001319101,23177
NUCB1,1,NM_006184,4924
NUCB1,1,,4924
CT45A1,1,NM_001017417,541466
CT45A1,1,,541466
CLDN20,1,NM_001001346,49861
NOX3,-1,NM_015718,50508
PPP3CB-AS1,1,,101929145
RN7SKP186,1,,
MIR4640,1,,100616237
RNU6-883P,-1,,
RNF14,1,,9604
RNF14,1,NM_183401,9604
RNF14,1,NM_004290,9604
RNF14,1,NM_183398,9604
RNF14,1,NM_001201365,9604
RNF14,1,NM_183399,9604
RNF14,1,NM_183400,9604
RPS26P41,1,,
MYOZ1,-1,NM_021245,58529
ZBED1,-1,,9189
ZBED1,-1,NM_004729,9189
ZBED1,-1,NM_001171136,9189
ZBED1,-1,NM_001171135,9189
FAM205BP,-1,,
COPS8,1,NM_006710,10920
COPS8,1,NM_198189,10920
COPS8,1,,10920
C9orf131,1,NM_001040411,138724
C9orf131,1,NM_001040412,138724
C9orf131,1,,138724
C9orf131,1,NM_001287391,138724
C9orf131,1,NM_203299,138724
C9orf131,1,NM_001040410,138724
MIR6089,1,,102464837
CD99P1,1,,401577
SYNPO2L,-1,NM_024875,79933
SYNPO2L,-1,NM_001114133,79933
SYNPO2L,-1,,79933
ENTPD5,-1,NM_001382260,957
ENTPD5,-1,NM_001382259,957
ENTPD5,-1,NM_001330189,957
ENTPD5,-1,,957
ENTPD5,-1,NM_001382258,957
ENTPD5,-1,NM_001382262,957
ENTPD5,-1,NM_001321984,957
ENTPD5,-1,NM_001382256,957
ENTPD5,-1,NM_001321986,957
ENTPD5,-1,NM_001382263,957
ENTPD5,-1,NM_001249,957
ENTPD5,-1,NM_001382257,957
ENTPD5,-1,NM_001321985,957
ENTPD5,-1,NM_001321987,957
ENTPD5,-1,NM_001321988,957
CCNYL7,1,,
EARS2,-1,NM_001083614,124454
EARS2,-1,,124454
EARS2,-1,NM_001308211,124454
SYNPO2L-AS1,1,,
HPF1,-1,NM_017867,54969
HPF1,-1,,54969
BMS1P4-AGAP5,-1,,113939925
RN7SL338P,1,,
PIGO,-1,NM_001201484,84720
PIGO,-1,NM_032634,84720
PIGO,-1,NM_152850,84720
PIGO,-1,,84720
BMS1P4,-1,,729096
LINC00102,-1,,100359394
CD99,1,,4267
CD99,1,NM_001122898,4267
CD99,1,NM_001321369,4267
CD99,1,NM_002414,4267
CD99,1,NM_001321370,4267
CD99,1,NM_001321367,4267
CD99,1,NM_001321368,4267
RNA5SP320,1,,
BMS1P4,-1,,
GLUD1P3,1,,2749
LINC02515,1,,
LINC02374,1,,
DUSP8P5,1,,
SEC24C,1,NM_198597,9632
SEC24C,1,,9632
SEC24C,1,NM_004922,9632
MSMO1,1,NM_006745,6307
MSMO1,1,,6307
MSMO1,1,NM_001017369,6307
TCF12,1,,6938
TCF12,1,NM_001322157,6938
TCF12,1,NM_003205,6938
TCF12,1,NM_207038,6938
TCF12,1,NM_001322164,6938
TCF12,1,NM_001322165,6938
TCF12,1,NM_001322156,6938
TCF12,1,NM_001322158,6938
TCF12,1,NM_001322151,6938
TCF12,1,NM_001322159,6938
TCF12,1,NM_207037,6938
TCF12,1,NM_001322152,6938
TCF12,1,NM_207036,6938
TCF12,1,NM_001322162,6938
TCF12,1,NM_001322161,6938
TCF12,1,NM_001322154,6938
TCF12,1,NM_001306219,6938
TCF12,1,NM_001306220,6938
TCF12,1,NM_207040,6938
AK4P6,1,,
ZNF827,-1,,152485
ZNF827,-1,NM_001306215,152485
ZNF827,-1,NM_178835,152485
NAT1,1,,9
NAT1,1,NM_001160173,9
NAT1,1,NM_000662,9
NAT1,1,NM_001160170,9
NAT1,1,NM_001160172,9
NAT1,1,NM_001160171,9
NAT1,1,NM_001291962,9
NAT1,1,NM_001160175,9
NAT1,1,NM_001160176,9
NAT1,1,NM_001160179,9
NAT1,1,NM_001160174,9
SUB1P4,1,,
UBFD1,1,,56061
UBFD1,1,NM_019116,56061
NEURL1B,1,NM_001308178,54492
NEURL1B,1,NM_001308177,54492
NEURL1B,1,NM_001142651,54492
NUCB1-AS1,-1,,100874085
DHDH,1,NM_014475,27294
DHDH,1,,27294
STOML2,-1,NM_001287031,30968
STOML2,-1,NM_001287033,30968
STOML2,-1,NM_001287032,30968
STOML2,-1,NM_013442,30968
STOML2,-1,,30968
C14orf132,1,NM_001252507,56967
C14orf132,1,NM_001282463,56967
C14orf132,1,NM_001282464,56967
C14orf132,1,NM_001289139,56967
,-1,,105378933
RPS15AP13,1,,
ESRRB,1,,2103
ESRRB,1,NM_004452,2103
ESRRB,1,NM_001379180,2103
NANOGNBP1,1,,
,-1,,105373757
BAX,1,,581
BAX,1,NM_001291428,581
BAX,1,NM_138761,581
BAX,1,NM_001291429,581
BAX,1,NM_001291430,581
BAX,1,NM_138764,581
BAX,1,NM_138763,581
BAX,1,NM_001291431,581
BAX,1,NM_004324,581
FGFR1OP2,1,NM_015633,26127
FGFR1OP2,1,,26127
FGFR1OP2,1,NM_001171888,26127
FGFR1OP2,1,NM_001171887,26127
NATP,1,,
CDC14A,1,,8556
CDC14A,1,NM_001319211,8556
CDC14A,1,NM_001319212,8556
CDC14A,1,NM_033312,8556
CDC14A,1,NM_003672,8556
CDC14A,1,NM_033313,8556
CDC14A,1,NM_001319210,8556
NDUFAB1,-1,,4706
NDUFAB1,-1,NM_005003,4706
OPRK1,-1,NM_000912,4986
OPRK1,-1,NM_001318497,4986
OPRK1,-1,,4986
OPRK1,-1,NM_001282904,4986
MTND3P17,1,,
POLR2DP1,1,,
BDKRB2,1,,624
BDKRB2,1,NM_001379692,624
BDKRB2,1,NM_000623,624
NAPGP2,-1,,
CFAP221,1,,200373
CFAP221,1,NM_001271049,200373
BHLHE41,-1,NM_030762,79365
BHLHE41,-1,,79365
MUC22,1,NM_001198815,100507679
MUC22,1,NM_001318484,100507679
CEBPE,-1,NM_001805,1053
PALB2,-1,,79728
PALB2,-1,NM_024675,79728
FUT11,1,NM_173540,170384
FUT11,1,NM_001284194,170384
FUT11,1,,170384
RNU6-1133P,1,,
HNRNPC,-1,,3183
HNRNPC,-1,NM_031314,3183
HNRNPC,-1,NM_001077442,3183
HNRNPC,-1,NM_001077443,3183
HNRNPC,-1,NM_004500,3183
SLC45A4,-1,NM_001286648,57210
SLC45A4,-1,NM_001286646,57210
SLC45A4,-1,NM_001080431,57210
SLC45A4,-1,,57210
CHCHD1,1,,118487
CHCHD1,1,NM_203298,118487
TCP1P3,1,,
LINC01405,1,,100131138
ZSWIM8,1,NM_001367799,23053
ZSWIM8,1,NM_001242488,23053
ZSWIM8,1,NM_015037,23053
ZSWIM8,1,,23053
ZSWIM8,1,NM_001242487,23053
FTL,1,NM_000146,2512
LINC02366,1,,101928162
RPL30P11,-1,,
XG,1,NM_001141919,7499
XG,1,,7499
XG,1,NM_001141920,7499
XG,1,NM_175569,7499
XG,1,NM_001141919,100132596
XG,1,,100132596
XG,1,NM_001141920,100132596
XG,1,NM_175569,100132596
DCTN5,1,NM_032486,84516
DCTN5,1,NM_001199743,84516
DCTN5,1,,84516
DCTN5,1,NM_001199011,84516
FAM214B,-1,,80256
FAM214B,-1,NM_025182,80256
FAM214B,-1,NM_001317991,80256
ABCD2,-1,NM_005164,225
EBF1,-1,,1879
EBF1,-1,NM_001324108,1879
EBF1,-1,NM_001324106,1879
EBF1,-1,NM_001324107,1879
EBF1,-1,NM_024007,1879
EBF1,-1,NM_001324103,1879
EBF1,-1,NM_001290360,1879
EBF1,-1,NM_001324101,1879
EBF1,-1,NM_001324111,1879
EBF1,-1,NM_001364158,1879
EBF1,-1,NM_001364159,1879
EBF1,-1,NM_001364156,1879
EBF1,-1,NM_001364157,1879
EBF1,-1,NM_182708,1879
EBF1,-1,NM_001324109,1879
EBF1,-1,NM_001364155,1879
,1,,105375787
ZNF585A,-1,,199704
ZNF585A,-1,NM_001288800,199704
ZNF585A,-1,NM_152655,199704
ZNF585A,-1,NM_199126,199704
YEATS4,1,NM_006530,8089
YEATS4,1,NM_001300950,8089
YEATS4,1,,8089
,1,,100128494
RN7SL798P,-1,,
RN7SL323P,-1,,
RNU6-72P,-1,,
MIR3165,-1,,100422953
SNORD54,-1,,26795
CERNA3,1,,105375847
LAMTOR1,-1,,55004
LAMTOR1,-1,NM_017907,55004
NPM1P21,-1,,
MOS,-1,NM_005372,4342
PLAG1,-1,NM_001114634,5324
PLAG1,-1,NM_002655,5324
PLAG1,-1,,5324
PLAG1,-1,NM_001114635,5324
LINC01953,-1,,
RPS16P3,-1,,
AOX3P-AOX2P,1,,
PLK1,1,,5347
PLK1,1,NM_005030,5347
ZNF585B,-1,NM_152279,92285
ZNF585B,-1,,92285
CHCHD7,1,NM_001011670,79145
CHCHD7,1,NM_001011668,79145
CHCHD7,1,,79145
CHCHD7,1,NM_001011671,79145
CHCHD7,1,NM_001011667,79145
CHCHD7,1,NM_001011669,79145
CHCHD7,1,NM_001317858,79145
CHCHD7,1,NM_024300,79145
CHCHD7,1,NM_001317859,79145
RPL21P32,-1,,
MAMLD1,1,,10046
MAMLD1,1,NM_001177466,10046
MAMLD1,1,NM_005491,10046
MAMLD1,1,NM_001177465,10046
RNU7-103P,-1,,
RNU6-1315P,-1,,
RNU6-174P,-1,,
RNU6-275P,1,,
RAPGEF4,1,,11069
RAPGEF4,1,NM_001375864,11069
RAPGEF4,1,NM_007023,11069
RAPGEF4,1,NM_001375870,11069
RAPGEF4,1,NM_001375865,11069
RAPGEF4,1,NM_001375868,11069
RAPGEF4,1,NM_001375866,11069
RAPGEF4,1,NM_001375874,11069
RAPGEF4,1,NM_001375871,11069
RAPGEF4,1,NM_001375867,11069
RAPGEF4,1,NM_001375869,11069
RAPGEF4,1,NM_001375872,11069
RAPGEF4,1,NM_001375873,11069
RAPGEF4,1,NM_001100397,11069
RAPGEF4,1,NM_001282901,11069
RAPGEF4,1,NM_001282900,11069
RAPGEF4,1,NM_001282899,11069
RN7SKP161,1,,
RNU6-700P,-1,,
SNORA75,-1,,
RNU7-60P,1,,
RNU6-491P,-1,,
RNU6-837P,-1,,
HSD17B10,-1,,3028
HSD17B10,-1,NM_001037811,3028
HSD17B10,-1,NM_004493,3028
MIR3974,1,,100616279
RNU6-254P,-1,,
RN7SKP134,-1,,
MIR920,1,,100126320
ANAPC15,-1,,25906
ANAPC15,-1,NM_001330321,25906
ANAPC15,-1,NM_001278486,25906
ANAPC15,-1,NM_001278485,25906
ANAPC15,-1,NM_014042,25906
ANAPC15,-1,NM_001278491,25906
ANAPC15,-1,NM_001278493,25906
ANAPC15,-1,NM_001278492,25906
ANAPC15,-1,NM_001278489,25906
ANAPC15,-1,NM_001278490,25906
ANAPC15,-1,NM_001278487,25906
ANAPC15,-1,NM_001278488,25906
ANAPC15,-1,NM_001278494,25906
RNU6-251P,-1,,
RN7SL38P,1,,
RNU1-149P,-1,,
RNA5SP354,-1,,
MIR4302,-1,,100422897
RN7SL459P,-1,,
RN7SL67P,1,,
UNC13B,1,,10497
UNC13B,1,NM_001330653,10497
UNC13B,1,NM_001387551,10497
UNC13B,1,NM_006377,10497
UNC13B,1,NM_001371186,10497
UNC13B,1,NM_001387553,10497
UNC13B,1,NM_001387554,10497
UNC13B,1,NM_001371189,10497
UNC13B,1,NM_001371188,10497
UNC13B,1,NM_001371187,10497
UNC13B,1,NM_001387555,10497
LINC01535,1,,101927667
RNA5SP357,1,,
ZFYVE16,1,,9765
ZFYVE16,1,NM_001105251,9765
ZFYVE16,1,NM_001349434,9765
ZFYVE16,1,NM_001284236,9765
ZFYVE16,1,NM_014733,9765
ZFYVE16,1,NM_001284237,9765
RNA5SP360,1,,
RNU4-54P,-1,,
RNA5SP355,1,,
RN7SKP262,-1,,
RNU6-618P,1,,
FAM160A1,1,NM_001109977,729830
FAM160A1,1,NM_001348694,729830
FAM160A1,1,,729830
RN7SL246P,1,,
RNA5SP356,-1,,
RNA5SP361,1,,
RNU5F-4P,-1,,
RNA5SP358,-1,,
RNA5SP359,-1,,
RNU1-146P,1,,
MIR4698,1,,100616486
RNU6-472P,-1,,
RN7SL519P,-1,,
MIR1293,-1,,100302220
RNU6-1093P,-1,,
RNU6-834P,1,,
MIR4494,-1,,100616478
SNORA2A,-1,,677793
SNORA2B,-1,,677794
SNORA2C,-1,,677815
MIR1291,-1,,100302221
HUWE1,-1,,10075
HUWE1,-1,NM_031407,10075
RNU6-1069P,-1,,
RNU6-333P,-1,,
RNU6-400P,1,,
RN7SKP289,1,,
RNU6-871P,-1,,
NDRG1,-1,NM_006096,10397
NDRG1,-1,NM_001374844,10397
NDRG1,-1,NM_001374846,10397
NDRG1,-1,,10397
NDRG1,-1,NM_001135242,10397
NDRG1,-1,NM_001374845,10397
NDRG1,-1,NM_001258432,10397
NDRG1,-1,NM_001374847,10397
NDRG1,-1,NM_001258433,10397
RNU6-279P,-1,,
RNU4-20P,-1,,
MIR26A2,-1,,407016
MIR1228,1,,100302201
RNU6-595P,-1,,
RNU1-83P,-1,,
MIR6125,1,,102465133
RN7SL804P,1,,
RNU6-769P,1,,
MIR6757,1,,102466193
RNU6-1012P,-1,,
CDKN2AIP,1,NM_017632,55602
CDKN2AIP,1,NM_001317343,55602
CDKN2AIP,1,,55602
RNU6-238P,1,,
RN7SKP172,1,,
JPT2,1,,90861
JPT2,1,NM_144570,90861
MIR1252,1,,100302136
RNU7-120P,-1,,
RNU1-117P,1,,
MIR3913-1,-1,,100500903
LINC00904,-1,,
SNORA70G,-1,,100379132
RNA5SP363,-1,,
RN7SL737P,1,,
MIR3913-2,1,,100500868
MIR196A2,1,,406973
MIR615,1,,693200
RNU7-4P,1,,
MIR617,-1,,693202
MIR618,-1,,693203
MIR4699,1,,100616133
MIR331,1,,442903
RNA5SP365,1,,
ADAM20P3,-1,,
MTND4P8,-1,,
RNU6-148P,1,,
ZSWIM8-AS1,-1,,100507331
RNU6-808P,1,,
MIR5700,1,,100847031
MIR4495,-1,,100616287
LINC01838,1,,100652911
RNU6-1329P,1,,
HSPD1P5,1,,
RNU6-977P,1,,
ZNF30-AS1,-1,,
RNU6-768P,-1,,
RN7SL88P,-1,,
ZNF792,-1,NM_175872,126375
ZNF792,-1,,126375
RN7SL483P,1,,
RNA5SP367,1,,
MIR3685,1,,100500802
RNU4-24P,-1,,
RNU6-1183P,-1,,
RPS23P4,-1,,
RNU5E-5P,1,,
NDST2,-1,,8509
NDST2,-1,NM_001330107,8509
NDST2,-1,NM_003635,8509
ZFP42,1,NM_001304358,132625
ZFP42,1,NM_174900,132625
ZFP42,1,,132625
RNU4-41P,-1,,
RNA5SP369,1,,
MIR7844,-1,,102465834
RN7SL330P,1,,
GRAMD1A-AS1,-1,,
MIR1279,-1,,100302182
RN7SL793P,-1,,
RNU6-735P,-1,,
HPN-AS1,-1,,100128675
MIR4303,-1,,100422924
RNU6-101P,-1,,
RNY1P16,1,,
RNA5SP368,1,,
MTND3P3,-1,,
RNU6-172P,-1,,
RNU6-36P,1,,
RN7SL630P,1,,
RNU6-1068P,1,,
RNU6-247P,-1,,
,1,,5349
UNC5C,-1,NM_003728,8633
UNC5C,-1,,8633
MIR4472-2,-1,,100616309
MIR6887,1,,102466205
MIR6761,1,,102465456
LGI4,-1,NM_139284,163175
LGI4,-1,,163175
MIR6760,1,,102465455
RNU7-94P,-1,,
MIR1302-1,-1,,100302227
MIR619,-1,,693204
MIR1827,1,,100302217
RNU4-1,-1,,26835
RNU6-1188P,1,,
RNA5SP373,1,,
RNA5SP371,-1,,
MIR620,-1,,693205
MIR7106,-1,,102466222
RN7SL176P,-1,,
RN7SKP263,-1,,
MIR4700,1,,100616329
RN7SKP11,-1,,
RNU4-2,-1,,26834
C10orf71-AS1,-1,,
MIR4498,-1,,100616179
RNU6-1088P,-1,,
RNA5SP374,1,,
RN7SL865P,1,,
C10orf71,1,NM_001135196,118461
C10orf71,1,,118461
RNU7-170P,1,,
RNA5SP372,1,,
MIR7107,-1,,102465665
RNU6-1077P,-1,,
RNU1-104P,1,,
RPL35AP23,1,,
RNA5SP376,-1,,
TIMM23,1,NM_006327,100287932
MIR3612,1,,100500817
RNU6-717P,-1,,
RN7SL508P,1,,
MIR3922,1,,100500843
RNU4ATAC12P,-1,,
MIR1251,1,,100302289
RNU6-361P,-1,,
MIR135A2,1,,406926
MIR6880,-1,,102466204
RNU6-327P,-1,,
SNORA49,1,,677829
SNORA74C-1,1,,109616974
MSMB,-1,NM_138634,4477
MSMB,-1,NM_002443,4477
MSMB,-1,,4477
CD53,1,NM_001040033,963
CD53,1,NM_000560,963
CD53,1,NM_001320638,963
CD53,1,,963
RPL23AP61,1,,
AGAP7P,1,,
MAPK8IP3,1,NM_015133,23162
MAPK8IP3,1,,23162
MAPK8IP3,1,NM_001040439,23162
MAPK8IP3,1,NM_001318852,23162
LINC00200,1,,
FXYD7,1,,53822
FXYD7,1,NM_022006,53822
VPS26A,1,,9559
VPS26A,1,NM_001035260,9559
VPS26A,1,NM_001318944,9559
VPS26A,1,NM_001318945,9559
VPS26A,1,NM_004896,9559
VPS26A,1,NM_001318946,9559
WWC2,1,NM_024949,80014
WWC2,1,,80014
FXYD5,1,,53827
FXYD5,1,NM_014164,53827
FXYD5,1,NM_001320913,53827
FXYD5,1,NM_001164605,53827
FXYD5,1,NM_144779,53827
FXYD5,1,NM_001320912,53827
BTNL3,1,NM_197975,10917
RPEP6,1,,
FOLR1P1,1,,
SUPV3L1,1,NM_001323585,6832
SUPV3L1,1,NM_001301683,6832
SUPV3L1,1,NM_001323584,6832
SUPV3L1,1,NM_001323588,6832
SUPV3L1,1,NM_001323586,6832
SUPV3L1,1,NM_003171,6832
SUPV3L1,1,NM_001323587,6832
SUPV3L1,1,,6832
POU5F2,-1,NM_153216,134187
FOLR2,1,,2350
FOLR2,1,NM_000803,2350
FOLR2,1,NM_001113535,2350
FOLR2,1,NM_001113534,2350
FOLR2,1,NM_001113536,2350
MIR335,1,,442904
GALNT11,1,,63917
GALNT11,1,NM_001371458,63917
GALNT11,1,NM_001371459,63917
GALNT11,1,NM_001371468,63917
GALNT11,1,NM_001371461,63917
GALNT11,1,NM_001371460,63917
GALNT11,1,NM_001371462,63917
GALNT11,1,NM_001371467,63917
GALNT11,1,NM_001371469,63917
GALNT11,1,NM_001371466,63917
GALNT11,1,NM_001371463,63917
GALNT11,1,NM_001371464,63917
GALNT11,1,NM_022087,63917
GALNT11,1,NM_001371465,63917
GALNT11,1,NM_001371475,63917
GALNT11,1,NM_001371470,63917
GALNT11,1,NM_001304514,63917
GALNT11,1,NM_001371474,63917
GALNT11,1,NM_001371472,63917
GALNT11,1,NM_001371471,63917
GALNT11,1,NM_001371473,63917
LINC01484,-1,,101928136
RLIMP2,-1,,
AP4B1-AS1,1,,100287722
PRMT1P1,-1,,
APH1A,-1,NM_001077628,51107
APH1A,-1,NM_001243771,51107
APH1A,-1,NM_016022,51107
APH1A,-1,,51107
APH1A,-1,NM_001243772,51107
DEPDC1P1,-1,,
CHRNA7,1,,1139
CHRNA7,1,NM_001190455,1139
CHRNA7,1,NM_000746,1139
,-1,,101928994
HKDC1,1,NM_025130,80201
HKDC1,1,,80201
YBX1P4,1,,
SEPTIN7P6,1,,
FABP5P3,1,,220832
RPS15AP28,-1,,
TACR2,-1,,6865
TACR2,-1,NM_001057,6865
CCT8L1P,1,,
LINC01003,1,,
LINC02172,1,,105377443
CPSF4,1,NM_001081559,10898
CPSF4,1,NM_001318160,10898
CPSF4,1,NM_006693,10898
CPSF4,1,,10898
CPSF4,1,NM_001318162,10898
CPSF4,1,NM_001318161,10898
HPGD,-1,NM_000860,3248
HPGD,-1,,3248
HPGD,-1,NM_001145816,3248
HPGD,-1,NM_001256301,3248
HPGD,-1,NM_001256306,3248
HPGD,-1,NM_001363574,3248
HPGD,-1,NM_001256307,3248
HPGD,-1,NM_001256305,3248
INPPL1,1,,3636
INPPL1,1,NM_001567,3636
ZBTB7B,1,NM_001377454,51043
ZBTB7B,1,NM_001377452,51043
ZBTB7B,1,NM_001377453,51043
ZBTB7B,1,,51043
ZBTB7B,1,NM_001377455,51043
ZBTB7B,1,NM_001256455,51043
ZBTB7B,1,NM_001377451,51043
ZBTB7B,1,NM_001252406,51043
ATP5MC1P7,-1,,
TSPAN15,1,NM_012339,23555
TSPAN15,1,NM_001351263,23555
TSPAN15,1,,23555
SEPTIN10,-1,NM_001321498,151011
SEPTIN10,-1,NM_001321510,151011
SEPTIN10,-1,NM_001321496,151011
SEPTIN10,-1,NM_144710,151011
SEPTIN10,-1,NM_001321514,151011
SEPTIN10,-1,NM_001321506,151011
SEPTIN10,-1,NM_001321511,151011
SEPTIN10,-1,NM_001321505,151011
SEPTIN10,-1,NM_001321504,151011
SEPTIN10,-1,NM_001321502,151011
SEPTIN10,-1,NM_178584,151011
SEPTIN10,-1,NM_001321509,151011
SEPTIN10,-1,NM_001321515,151011
SEPTIN10,-1,NM_001321507,151011
SEPTIN10,-1,NM_001321500,151011
SEPTIN10,-1,NM_001321499,151011
SEPTIN10,-1,NM_001321512,151011
SEPTIN10,-1,NM_001321501,151011
SEPTIN10,-1,NM_001321513,151011
SEPTIN10,-1,,151011
SEPTIN10,-1,NM_001321508,151011
MTIF2P1,1,,
FLG2,-1,NM_001014342,388698
FOXN3,-1,,1112
FOXN3,-1,NM_001085471,1112
FOXN3,-1,NM_005197,1112
SRGAP2C,1,NM_001329984,653464
SRGAP2C,1,NM_001271872,653464
SRGAP2C,1,,653464
LCE1B,1,NM_178349,353132
MIR5695,1,,100847016
FARSA,-1,NM_004461,2193
FARSA,-1,,2193
SPAG17,-1,,200162
SPAG17,-1,NM_206996,200162
ZBTB25,-1,NM_001304508,7597
ZBTB25,-1,,7597
ZBTB25,-1,NM_001354682,7597
ZBTB25,-1,NM_006977,7597
ZBTB25,-1,NM_001354685,7597
ZBTB25,-1,NM_001354684,7597
ZBTB25,-1,NM_001354687,7597
ZBTB25,-1,NM_001354683,7597
ZBTB25,-1,NM_001354686,7597
ZBTB25,-1,NM_001304507,7597
ATP5MF,-1,,9551
ATP5MF,-1,NM_001003714,9551
ATP5MF,-1,NM_004889,9551
ATP5MF,-1,NM_001039178,9551
ATP5MF,-1,NM_001003713,9551
TMEM256P1,-1,,
NEUROG3,-1,NM_020999,50674
MRPS36P2,1,,
DUX4L6,1,,
MTATP6P23,-1,,
MTCO2P23,-1,,
FAM177A1,1,NM_001079519,283635
FAM177A1,1,,283635
FAM177A1,1,NM_001289022,283635
FAM177A1,1,NM_173607,283635
MTCO1P23,-1,,
MTND2P15,-1,,
MTND1P20,-1,,
FAM241B,1,NM_145306,219738
FAM241B,1,,219738
FAM160A1-DT,-1,,
LINC02492,-1,,
LINC02651,1,,
RNU6-666P,1,,
RNU6-452P,-1,,
FAM193B,-1,NM_001190946,54540
FAM193B,-1,NM_001366500,54540
FAM193B,-1,,54540
FAM193B,-1,NM_001366498,54540
FAM193B,-1,NM_001366499,54540
LINC02673,1,,
DLX2-DT,1,,104326193
ACBD5,-1,,91452
ACBD5,-1,NM_001352570,91452
ACBD5,-1,NM_001352572,91452
ACBD5,-1,NM_001352588,91452
ACBD5,-1,NM_001352573,91452
ACBD5,-1,NM_001352569,91452
ACBD5,-1,NM_145698,91452
ACBD5,-1,NM_001271512,91452
ACBD5,-1,NM_001301253,91452
ACBD5,-1,NM_001301251,91452
ACBD5,-1,NM_001352583,91452
ACBD5,-1,NM_001352585,91452
ACBD5,-1,NM_001352584,91452
ACBD5,-1,NM_001301254,91452
ACBD5,-1,NM_001301252,91452
ACBD5,-1,NM_001352577,91452
ACBD5,-1,NM_001042473,91452
ACBD5,-1,NM_001352578,91452
ACBD5,-1,NM_001352579,91452
ACBD5,-1,NM_001352587,91452
ACBD5,-1,NM_001352581,91452
